ite,policy_name,devices,category,num_of_completed_tasks(ALL),num_of_failed_tasks(ALL),num_of_uncompleted_tasks(ALL),num_of_failed_tasks_due_network,average_service_time(ALL),average_processing_time(ALL),average_network_delay(ALL),average_cost,unknown1,num_of_failed_tasks_due_vm_capacity(ALL),num_of_failed_tasks_due_mobility,unknown2,unknown3,unknown4,num_of_completed_tasks(Edge),num_of_failed_tasks(Edge),num_of_uncompleted_tasks(Edge),unknown5,average_service_time(Edge),average_processing_time(Edge),unknown6,average_server_utilization(Edge),num_of_failed_tasks_due_vm_capacity(Edge),unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,num_of_completed_tasks(Mobile),num_of_failed_tasks(Mobile),num_of_uncompleted_tasks(Mobile),unknown16,average_service_time(Mobile),average_processing_time(Mobile),unknown17,average_server_utilization(Mobile),num_of_failed_tasks_due_vm_capacity(Mobile),average_network_delay(LAN_delay),unknown18,unknown19,unknown20,num_of_failed_tasks_due_network(WLAN),num_of_failed_tasks_due_network(MAN),num_of_failed_tasks_due_network(WAN),num_of_failed_tasks_due_network(GSM),unknown21,average_overhead(ns)
ite4,MOBILE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,469563,87760,3697,47189,11.321284135231304,8.677984404504352,36.881076587013425,0.0,0.0,32984,7587,0.0,0.0,0,33654,87760,1205,0,53.56100811562459,16.679931528610943,0.0,87.35505852842806,32984,0,0,0,0,0.0,0.0,0.0,0.0,0,435909,0,2492,0,8.060200581470898,8.060200581470898,0.0,29.89076551467855,0,36.881076587013425,0.0,0.0,0.0,47189,0,0,0,27247,883.5451327147812
ite4,MOBILE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,529216,90869,3811,48879,10.405219954454644,8.045856458645712,37.12022213033311,0.0,0.0,34763,7227,0.0,0.0,0,33637,90869,1222,0,53.46674994370385,16.34652781337071,0.0,86.54063545150501,34763,0,0,0,0,0.0,0.0,0.0,0.0,0,495579,0,2589,0,7.482455502675286,7.482455502675286,0.0,28.0606204013378,0,37.12022213033311,0.0,0.0,0.0,48879,0,0,0,34417,816.0956497899482
ite4,RANDOM,200,ALL_APPS_GENERIC,57376,2840,180,0,6.011440790800323,5.343102973017128,1.2791564024660669,0.0,0.0,2623,217,0.0,0.0,0,29978,217,41,0,2.571133852680488,1.2919774502144206,0.0,2.8811872909699012,0,0,0,0,0,0.0,0.0,0.0,0.0,0,27398,2623,139,0,9.775712686229024,9.775712686229024,0.0,21.07515050167223,2623,1.2791564024660669,0.0,0.0,0.0,0,0,0,0,110,60.18691045569284
ite4,RANDOM,400,ALL_APPS_GENERIC,110105,9863,609,3414,8.569616806363374,5.683299682795721,5.748357545272945,0.0,0.0,5507,942,0.0,0.0,0,55285,4356,243,0,7.319558094778848,1.5712005495059123,0.0,7.001421404682273,0,0,0,0,0,0.0,0.0,0.0,0.0,0,54820,5507,366,0,9.830278898117271,9.830278898117271,0.0,21.457073578595324,5507,5.748357545272945,0.0,0.0,0.0,3414,0,0,0,725,128.557498666311
ite4,RANDOM,600,ALL_APPS_GENERIC,145082,35259,1162,24411,12.130471143678617,6.275308306063348,13.515970323101063,0.0,0.0,8102,2746,0.0,0.0,0,62850,27157,595,0,15.489073525418435,1.9731032023174349,0.0,12.910535117056853,0,0,0,0,0,0.0,0.0,0.0,0.0,0,82232,8102,567,0,9.563487977850805,9.563487977850805,0.0,20.978896321070238,8102,13.515970323101063,0.0,0.0,0.0,24411,0,0,0,1990,153.40071863857915
ite4,RANDOM,800,ALL_APPS_GENERIC,188983,60194,1357,45215,11.728586331524843,6.276732985748623,13.842080808845935,0.0,0.0,11012,3967,0.0,0.0,0,74433,49764,611,0,16.16210542858896,2.320024619742968,0.0,20.752215719063546,582,0,0,0,0,0.0,0.0,0.0,0.0,0,114550,10430,746,0,8.847747161278082,8.847747161278082,0.0,20.079979096989966,10430,13.842080808845935,0.0,0.0,0.0,45215,0,0,0,4050,182.42626325864748
ite4,RANDOM,1000,ALL_APPS_GENERIC,209042,96885,1866,70698,13.573268994190501,7.8126763530446395,17.03863893725364,0.0,0.0,20785,5402,0.0,0.0,0,70675,82205,909,0,21.019473165204055,3.980834227950422,0.0,40.48858695652174,6105,0,0,0,0,0.0,0.0,0.0,0.0,0,138367,14680,957,0,9.769902007940928,9.769902007940928,0.0,21.778220735785943,14680,17.03863893725364,0.0,0.0,0.0,70698,0,0,0,5498,152.71157825232817
ite4,RANDOM,1200,ALL_APPS_GENERIC,247979,122299,2106,87795,12.357396190547545,7.5008236875858785,15.192541947394643,0.0,0.0,28612,5892,0.0,0.0,0,79271,106884,1030,0,19.841275516503043,4.648733569108368,0.0,48.88595317725751,13197,0,0,0,0,0.0,0.0,0.0,0.0,0,168708,15415,1076,0,8.840938179974108,8.840938179974108,0.0,19.741909141583065,15415,15.192541947394643,0.0,0.0,0.0,87795,0,0,0,7113,140.589997245313
ite4,RANDOM,1400,ALL_APPS_GENERIC,264533,168371,2596,115035,13.663519489289959,8.710804166433007,18.67783366599669,0.0,0.0,46552,6784,0.0,0.0,0,70145,148286,1211,0,24.929241746756908,6.251408080760115,0.0,65.55706521739133,26467,0,0,0,0,0.0,0.0,0.0,0.0,0,194388,20085,1385,0,9.598278385158062,9.598278385158062,0.0,21.530570950788345,20085,18.67783366599669,0.0,0.0,0.0,115035,0,0,0,9306,140.41964731210615
ite4,RANDOM,1600,ALL_APPS_GENERIC,296005,196535,2776,127160,13.148441291488508,8.776405567447272,17.30486641030727,0.0,0.0,62256,7119,0.0,0.0,0,74785,175138,1271,0,24.506291228094465,7.201424817787192,0.0,76.34055183946484,40859,0,0,0,0,0.0,0.0,0.0,0.0,0,221220,21397,1505,0,9.308839051595747,9.308839051595747,0.0,20.618329849498334,21397,17.30486641030727,0.0,0.0,0.0,127160,0,0,0,12023,145.70964388679093
ite4,RANDOM,1800,ALL_APPS_GENERIC,330300,228651,2883,135124,12.883139544509813,8.935791508622676,16.329251127227824,0.0,0.0,85993,7534,0.0,0.0,0,79845,204736,1338,0,24.12473676568279,7.7954856384549664,0.0,84.47525083612045,62078,0,0,0,0,0.0,0.0,0.0,0.0,0,250455,23915,1545,0,9.299320774173617,9.299320774173617,0.0,20.550499814195476,23915,16.329251127227824,0.0,0.0,0.0,135124,0,0,0,16108,180.72482203270053
ite4,RANDOM,2000,ALL_APPS_GENERIC,361001,259534,3169,155214,12.197316287396244,8.609018352594942,15.954320480351754,0.0,0.0,96714,7606,0.0,0.0,0,81193,234184,1420,0,23.45788367985308,7.5035631995012215,0.0,84.5395903010034,71364,0,0,0,0,0.0,0.0,0.0,0.0,0,279808,25350,1749,0,8.929792670145392,8.929792670145392,0.0,19.835934782608696,25350,15.954320480351754,0.0,0.0,0.0,155214,0,0,0,18970,175.5143916136882
ite5,EDGE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,49719,6564,453,5206,11.44051742522503,1.7734977735274504,9.667991915008885,0.0,0.0,0,1358,0.0,0.0,0,49714,6564,376,0,11.44083315588394,1.772841240875052,0.0,7.620317725752511,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,77,0,8.30127062979759,8.30127062979759,0.0,0.0022575250836120403,0,9.667991915008885,0.0,0.0,0.0,5206,0,0,0,147,797.8143844500115
ite5,EDGE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,74810,49432,762,46163,14.970022481755638,2.451946405875444,12.770725095276111,0.0,0.0,37,3232,0.0,0.0,0,73330,49395,597,0,15.121263878994613,2.350538783718496,0.0,21.017767558528423,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1480,37,165,0,7.476420009097744,7.476420009097744,0.0,0.5202257525083616,37,12.770725095276111,0.0,0.0,0.0,46163,0,0,0,475,743.7311456673267
ite5,EDGE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,80674,103141,1139,96931,20.54074025414706,4.637461828868454,18.08314540981445,0.0,0.0,310,5900,0.0,0.0,0,70949,102831,874,0,22.214199329861042,4.131053920046578,0.0,42.88428093645485,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9725,310,265,0,8.331974396786553,8.331974396786553,0.0,2.6100613154960963,310,18.08314540981445,0.0,0.0,0.0,96931,0,0,0,606,811.7628648369284
ite5,EDGE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,116268,139643,1503,131130,17.7268175547091,6.600605540235658,16.858529706502942,0.0,0.0,1999,6514,0.0,0.0,0,76734,137644,1088,0,22.378950450347403,5.520420743844465,0.0,59.758193979933104,0,0,0,0,0,0.0,0.0,0.0,0.0,0,39534,1999,415,0,8.697203409570447,8.697203409570447,0.0,7.266291806020059,1999,16.858529706502942,0.0,0.0,0.0,131130,0,0,0,1976,1383.650706690998
ite5,EDGE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,150935,158040,2016,145678,16.57179242267914,8.043921009691656,16.94159039327242,0.0,0.0,5022,7340,0.0,0.0,0,75976,153018,1358,0,24.149353163449685,7.207762770177284,0.0,75.61943979933119,0,0,0,0,0,0.0,0.0,0.0,0.0,0,74959,5022,658,0,8.891423756597955,8.891423756597955,0.0,11.34790301003345,5022,16.94159039327242,0.0,0.0,0.0,145678,0,0,0,3560,1968.308688405211
ite5,EDGE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,177755,198156,2194,182644,15.889891349806234,8.830682870621782,18.30849910584693,0.0,0.0,8212,7300,0.0,0.0,0,68537,189944,1339,0,26.380341642661257,8.071842536814307,0.0,81.91906354515045,0,0,0,0,0,0.0,0.0,0.0,0.0,0,109218,8212,855,0,9.306873974269184,9.306873974269184,0.0,14.13285117056856,8212,18.30849910584693,0.0,0.0,0.0,182644,0,0,0,5147,3140.001236994927
ite5,EDGE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,217402,210094,2327,190369,14.490543167695865,8.701091566444024,16.5867841782681,0.0,0.0,12136,7589,0.0,0.0,0,75882,197958,1225,0,24.58374691868722,7.99696274041908,0.0,83.3564799331104,0,0,0,0,0,0.0,0.0,0.0,0.0,0,141520,12136,1102,0,9.07864034807503,9.07864034807503,0.0,14.995635451505018,12136,16.5867841782681,0.0,0.0,0.0,190369,0,0,0,7574,2637.486273555776
ite5,EDGE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,261286,241307,2542,217826,13.52209908791953,8.7059168980343,16.23533711348683,0.0,0.0,15961,7520,0.0,0.0,0,77510,225346,1400,0,24.356151046462216,8.120813932975414,0.0,85.4865802675585,0,0,0,0,0,0.0,0.0,0.0,0.0,0,183776,15961,1142,0,8.95269194386027,8.95269194386027,0.0,16.69803929765887,15961,16.23533711348683,0.0,0.0,0.0,217826,0,0,0,11493,3278.4816700590736
ite5,EDGE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,281680,277708,2703,249750,13.356893907460906,8.963843374093923,17.265242692248595,0.0,0.0,20454,7504,0.0,0.0,0,71672,257254,1400,0,25.618187148278004,8.352944456029391,0.0,86.44268394648827,0,0,0,0,0,0.0,0.0,0.0,0.0,0,210008,20454,1303,0,9.172332323350698,9.172332323350698,0.0,17.67011891490153,20454,17.265242692248595,0.0,0.0,0.0,249750,0,0,0,13309,3441.9312337769134
ite5,EDGE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,311264,317590,2885,285239,13.110084264230697,9.125493938594584,18.009751156140922,0.0,0.0,25128,7223,0.0,0.0,0,68866,292462,1398,0,26.522851074404443,8.513099918263553,0.0,86.84314381270899,0,0,0,0,0,0.0,0.0,0.0,0.0,0,242398,25128,1487,0,9.29947691949431,9.29947691949431,0.0,18.422687290969908,25128,18.009751156140922,0.0,0.0,0.0,285239,0,0,0,12150,2555.0375746993736
ite5,MOBILE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,62663,133,270,0,6.947630260872786,6.378731285475512,2.963088396252964,0.0,0.0,0,133,0.0,0.0,0,12031,133,39,0,5.43950044780848,2.476412051555507,0.0,2.549038461538461,0,0,0,0,0,0.0,0.0,0.0,0.0,0,50632,0,231,0,7.305986829465313,7.305986829465313,0.0,27.914414715719087,0,2.963088396252964,0.0,0.0,0.0,0,0,0,0,667,510.720412128161
ite5,MOBILE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,120873,3622,766,2721,9.718130225260996,7.098408503125342,14.1319062667785,0.0,0.0,0,901,0.0,0.0,0,22407,3622,289,0,17.355859857044496,3.223953590266063,0.0,7.081312709030097,0,0,0,0,0,0.0,0.0,0.0,0.0,0,98466,0,477,0,7.980082494477067,7.980082494477067,0.0,30.349732441471566,0,14.1319062667785,0.0,0.0,0.0,2721,0,0,0,860,444.716189405197
ite5,MOBILE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,171534,7458,1185,5293,10.652860530221133,7.248767535301031,19.85236758544274,0.0,0.0,71,2094,0.0,0.0,0,29413,7458,372,0,23.91380031439931,4.0614327289565,0.0,12.641638795986632,71,0,0,0,0,0.0,0.0,0.0,0.0,0,142121,0,813,0,7.9084102246925285,7.9084102246925285,0.0,28.60154960981049,0,19.85236758544274,0.0,0.0,0.0,5293,0,0,0,2604,571.7251664878877
ite5,MOBILE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,225255,20470,1634,16684,11.591373046819628,7.702763814149951,28.22026072698924,0.0,0.0,676,3110,0.0,0.0,0,31039,20470,574,0,34.44334319994494,6.223082472955673,0.0,24.829807692307696,676,0,0,0,0,0.0,0.0,0.0,0.0,0,194216,0,1060,0,7.939241906322195,7.939241906322195,0.0,29.36471571906355,0,28.22026072698924,0.0,0.0,0.0,16684,0,0,0,4879,615.5818007935701
ite5,MOBILE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,270985,29377,1979,24268,11.166941123360477,7.759898067261013,29.03964905976502,0.0,0.0,1366,3743,0.0,0.0,0,31793,29377,740,0,36.30398392944024,7.264334869675514,0.0,33.045108695652175,1366,0,0,0,0,0.0,0.0,0.0,0.0,0,239192,0,1239,0,7.825767497429368,7.825767497429368,0.0,28.46613712374579,0,29.03964905976502,0.0,0.0,0.0,24268,0,0,0,7807,683.4206324368595
ite5,MOBILE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,351317,32861,2360,25297,9.939123551871354,6.945253273208531,29.798496322322496,0.0,0.0,2790,4774,0.0,0.0,0,35297,32861,806,0,38.074437347806054,8.275941025483643,0.0,40.14151337792642,2790,0,0,0,0,0.0,0.0,0.0,0.0,0,316020,0,1554,0,6.796625700295246,6.796625700295246,0.0,26.473316610925337,0,29.798496322322496,0.0,0.0,0.0,25297,0,0,0,15528,909.7813903971596
ite5,MOBILE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,373763,53584,2844,34898,11.432083524226302,8.124627957052825,37.45960774380915,0.0,0.0,11642,7044,0.0,0.0,0,33001,53584,1069,0,50.583837531358796,13.12422978754969,0.0,67.59477424749167,11642,0,0,0,0,0.0,0.0,0.0,0.0,0,340762,0,1775,0,7.640442924659991,7.640442924659991,0.0,28.33362398471096,0,37.45960774380915,0.0,0.0,0.0,34898,0,0,0,16881,790.7696602526752
ite5,MOBILE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,416494,72694,3360,42315,11.728322133614586,8.646643197128377,38.381052808614925,0.0,0.0,22970,7409,0.0,0.0,0,33441,72694,1217,0,53.72380913530971,15.342756326694865,0.0,79.9338628762541,22970,0,0,0,0,0.0,0.0,0.0,0.0,0,383053,0,2143,0,8.062064250701027,8.062064250701027,0.0,29.52735994983278,0,38.381052808614925,0.0,0.0,0.0,42315,0,0,0,22419,765.1077479414868
ite5,MOBILE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,470214,82044,3621,44912,11.023669449696182,8.346082716106883,37.602328595047254,0.0,0.0,29956,7176,0.0,0.0,0,33483,82044,1245,0,53.17279042395571,15.57046182890843,0.0,82.71772575250833,29956,0,0,0,0,0.0,0.0,0.0,0.0,0,436731,0,2376,0,7.792208853628732,7.792208853628732,0.0,28.833892604979543,0,37.602328595047254,0.0,0.0,0.0,44912,0,0,0,28130,1004.1519380434507
ite5,MOBILE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,513621,100270,4029,53049,11.033039749055614,8.56209018376487,40.293729138463895,0.0,0.0,39805,7416,0.0,0.0,0,31497,100270,1306,0,57.965825326351755,17.672096187888133,0.0,91.69243311036794,39805,0,0,0,0,0.0,0.0,0.0,0.0,0,482124,0,2723,0,7.96693653218999,7.96693653218999,0.0,29.54338461538463,0,40.293729138463895,0.0,0.0,0.0,53049,0,0,0,34221,940.9810389792325
ite5,RANDOM,200,ALL_APPS_GENERIC,57708,2872,197,0,5.982421308479638,5.291889078733712,1.3201667687320822,0.0,0.0,2674,198,0.0,0.0,0,30185,198,50,0,2.6538597335024696,1.3336929647703872,0.0,3.0173076923076927,0,0,0,0,0,0.0,0.0,0.0,0.0,0,27523,2674,147,0,9.6329183887647,9.6329183887647,0.0,21.029548494983278,2674,1.3201667687320822,0.0,0.0,0.0,0,0,0,0,152,83.31624298448332
ite5,RANDOM,400,ALL_APPS_GENERIC,111683,10221,568,4615,7.616898967759311,5.05442934061792,5.182620343499322,0.0,0.0,4799,807,0.0,0.0,0,55220,5422,231,0,6.582925241558983,1.40030489805965,0.0,6.181103678929765,0,0,0,0,0,0.0,0.0,0.0,0.0,0,56463,4799,337,0,8.628110365679772,8.628110365679772,0.0,19.183453177257523,4799,5.182620343499322,0.0,0.0,0.0,4615,0,0,0,1759,221.0587675547972
ite5,RANDOM,600,ALL_APPS_GENERIC,153524,32846,1093,22213,11.538005469343066,5.947057152612162,12.619005430429093,0.0,0.0,7795,2838,0.0,0.0,0,68020,25119,536,0,14.66912184181174,2.050116411382643,0.0,13.807483277591976,68,0,0,0,0,0.0,0.0,0.0,0.0,0,85504,7727,557,0,9.047144975619682,9.047144975619682,0.0,20.308127090301,7727,12.619005430429093,0.0,0.0,0.0,22213,0,0,0,3109,207.27046198422494
ite5,RANDOM,800,ALL_APPS_GENERIC,185024,58683,1408,45309,11.617008975504984,6.487845298416919,13.073859402795703,0.0,0.0,10047,3327,0.0,0.0,0,72589,48726,614,0,15.522980529795232,2.449121126999542,0.0,21.143854515050162,90,0,0,0,0,0.0,0.0,0.0,0.0,0,112435,9957,794,0,9.095280250869587,9.095280250869587,0.0,20.14427675585284,9957,13.073859402795703,0.0,0.0,0.0,45309,0,0,0,4248,182.91689200556405
ite5,RANDOM,1000,ALL_APPS_GENERIC,214016,88442,1595,68894,11.781030025773973,6.9228998509885695,13.741608568196401,0.0,0.0,15309,4239,0.0,0.0,0,75662,75539,683,0,16.897354991322594,3.155746423126175,0.0,33.07186454849498,2406,0,0,0,0,0.0,0.0,0.0,0.0,0,138354,12903,912,0,8.983052522099845,8.983052522099845,0.0,19.794976588628742,12903,13.741608568196401,0.0,0.0,0.0,68894,0,0,0,5608,158.58124433805685
ite5,RANDOM,1200,ALL_APPS_GENERIC,245264,126715,2187,89636,13.040650746585786,7.897920756989028,16.531363820868517,0.0,0.0,30722,6357,0.0,0.0,0,76299,110975,1045,0,21.812847301992825,5.2814834811243445,0.0,55.22796822742473,14982,0,0,0,0,0.0,0.0,0.0,0.0,0,168965,15740,1142,0,9.079417207207728,9.079417207207728,0.0,20.3608751393534,15740,16.531363820868517,0.0,0.0,0.0,89636,0,0,0,7899,146.68438272052992
ite5,RANDOM,1400,ALL_APPS_GENERIC,273792,156865,2574,104464,13.03917440107589,8.28707446200555,16.546111688556618,0.0,0.0,45541,6860,0.0,0.0,0,78634,138611,1235,0,22.67384939766337,6.127737709106758,0.0,65.76521739130435,27287,0,0,0,0,0.0,0.0,0.0,0.0,0,195158,18254,1339,0,9.15712481211904,9.15712481211904,0.0,20.24968227424748,18254,16.546111688556618,0.0,0.0,0.0,104464,0,0,0,10600,157.99528859393902
ite5,RANDOM,1600,ALL_APPS_GENERIC,299150,193534,2635,121855,12.974448533074488,8.681916367051283,16.528865057676583,0.0,0.0,64313,7366,0.0,0.0,0,77689,172238,1225,0,23.489595017561808,6.960729959885219,0.0,75.92257525083612,43017,0,0,0,0,0.0,0.0,0.0,0.0,0,221461,21296,1410,0,9.2857122985531,9.2857122985531,0.0,20.632412207357866,21296,16.528865057676583,0.0,0.0,0.0,121855,0,0,0,12865,149.31254719049127
ite5,RANDOM,1800,ALL_APPS_GENERIC,328708,229342,2916,141730,12.830568449958825,8.89553808351046,16.625013967257306,0.0,0.0,80242,7370,0.0,0.0,0,77803,206123,1300,0,24.551178730424354,7.926164763167093,0.0,85.26651337792634,57023,0,0,0,0,0.0,0.0,0.0,0.0,0,250905,23219,1616,0,9.19613054855756,9.19613054855756,0.0,20.350839836492014,23219,16.625013967257306,0.0,0.0,0.0,141730,0,0,0,18397,177.00177582653885
ite5,RANDOM,2000,ALL_APPS_GENERIC,361981,258597,3113,151535,12.198649590335737,8.607773536413813,15.772134309814117,0.0,0.0,99501,7561,0.0,0.0,0,82413,232952,1342,0,23.348592121998845,7.576457812184684,0.0,85.53712374581946,73856,0,0,0,0,0.0,0.0,0.0,0.0,0,279568,25645,1771,0,8.911791960485614,8.911791960485614,0.0,19.745555183946482,25645,15.772134309814117,0.0,0.0,0.0,151535,0,0,0,21404,170.8835053772451
ite6,EDGE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,54711,4045,313,2995,7.50916650288136,1.6708242873999268,5.838342215481427,0.0,0.0,0,1050,0.0,0.0,0,54711,4045,263,0,7.50916650288136,1.6708242873999268,0.0,7.302257525083614,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,0,0.0,0.0,0.0,0.0,0,5.838342215481427,0.0,0.0,0.0,2995,0,0,0,85,503.75468037306825
ite6,EDGE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,73237,51969,697,48330,15.485853253837082,2.0642033577457046,13.50852559492132,0.0,0.0,5,3634,0.0,0.0,0,72766,51964,535,0,15.551455269074852,2.0429296741535343,0.0,18.396070234113733,0,0,0,0,0,0.0,0.0,0.0,0.0,0,471,5,162,0,5.350829388038487,5.350829388038487,0.0,0.11914715719063546,5,13.50852559492132,0.0,0.0,0.0,48330,0,0,0,241,501.2127374087504
ite6,EDGE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,88465,94882,1289,88230,18.90100378835662,5.20625190186283,16.25550088742196,0.0,0.0,562,6090,0.0,0.0,0,74529,94320,997,0,20.837282913131983,4.581782025710024,0.0,47.051337792642194,0,0,0,0,0,0.0,0.0,0.0,0.0,0,13936,562,292,0,8.545884177967327,8.545884177967327,0.0,3.641376811594203,562,16.25550088742196,0.0,0.0,0.0,88230,0,0,0,800,987.4580004036063
ite6,EDGE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,119714,125203,1693,115771,18.163856548198225,7.534919041295879,17.328747833979932,0.0,0.0,2695,6737,0.0,0.0,0,73429,122508,1273,0,23.754769007124803,6.426021173144879,0.0,64.8083612040134,0,0,0,0,0,0.0,0.0,0.0,0.0,0,46285,2695,420,0,9.294133939436877,9.294133939436877,0.0,9.146082775919735,2695,17.328747833979932,0.0,0.0,0.0,115771,0,0,0,1780,1377.3211087837922
ite6,EDGE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,146729,165555,1938,153484,16.885395106045586,8.214181856098364,18.000091236369062,0.0,0.0,5078,6993,0.0,0.0,0,70684,160477,1344,0,25.225870493155593,7.2257792567864625,0.0,74.3794314381271,0,0,0,0,0,0.0,0.0,0.0,0.0,0,76045,5078,594,0,9.132904314245003,9.132904314245003,0.0,11.645080267558534,5078,18.000091236369062,0.0,0.0,0.0,153484,0,0,0,3540,1981.5457596290555
ite6,EDGE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,182731,189594,2180,173118,15.764363792320381,8.796565084787282,17.330440812683737,0.0,0.0,9081,7395,0.0,0.0,0,73468,180513,1333,0,25.250603521591998,7.9201627089083235,0.0,81.45493311036789,0,0,0,0,0,0.0,0.0,0.0,0.0,0,109263,9081,847,0,9.385854503447517,9.385854503447517,0.0,14.332023411371233,9081,17.330440812683737,0.0,0.0,0.0,173118,0,0,0,4672,1973.3959578325387
ite6,EDGE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,215185,219336,2375,199200,14.70904810161101,8.843183777578027,17.3930167911456,0.0,0.0,12723,7413,0.0,0.0,0,72572,206613,1421,0,25.431472025949372,8.038455234803756,0.0,82.75965719063538,0,0,0,0,0,0.0,0.0,0.0,0.0,0,142613,12723,954,0,9.252688940545061,9.252688940545061,0.0,15.63402054467273,12723,17.3930167911456,0.0,0.0,0.0,199200,0,0,0,6757,2180.378276308855
ite6,EDGE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,239712,250259,2421,227369,14.296676985585542,9.088039334043708,18.143115881402966,0.0,0.0,15466,7424,0.0,0.0,0,68818,234793,1400,0,26.54287768845469,8.399761807051735,0.0,85.08369565217387,0,0,0,0,0,0.0,0.0,0.0,0.0,0,170894,15466,1021,0,9.365204611072361,9.365204611072361,0.0,16.479914297658876,15466,18.143115881402966,0.0,0.0,0.0,227369,0,0,0,9946,3246.716946513161
ite6,EDGE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,285651,274251,2846,245847,13.547436837904991,9.187893276554338,17.516111932532166,0.0,0.0,20996,7408,0.0,0.0,0,71095,253255,1408,0,26.02525289727096,8.509140964738748,0.0,86.60505852842815,0,0,0,0,0,0.0,0.0,0.0,0.0,0,214556,20996,1438,0,9.41280376895968,9.41280376895968,0.0,18.245503530286143,20996,17.516111932532166,0.0,0.0,0.0,245847,0,0,0,13090,2803.7706062846714
ite6,EDGE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,309971,314674,3286,282981,13.112293643404717,9.092578722069801,18.153666499812147,0.0,0.0,24561,7132,0.0,0.0,0,68636,290113,1424,0,26.73371568290866,8.580049183096529,0.0,86.87491638795991,0,0,0,0,0,0.0,0.0,0.0,0.0,0,241335,24561,1862,0,9.238342815288535,9.238342815288535,0.0,18.399724080267557,24561,18.153666499812147,0.0,0.0,0.0,282981,0,0,0,14715,2794.6548039286313
ite6,MOBILE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,61163,214,334,0,7.076855371852151,6.443362764367839,3.350887170419796,0.0,0.0,0,214,0.0,0.0,0,11563,214,88,0,5.766792349984009,2.415905179564206,0.0,2.4359949832775927,0,0,0,0,0,0.0,0.0,0.0,0.0,0,49600,0,246,0,7.382263813825172,7.382263813825172,0.0,27.662040133779268,0,3.350887170419796,0.0,0.0,0.0,0,0,0,0,115,262.0016944458022
ite6,MOBILE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,116309,1235,622,598,8.832607321711171,7.044534179486125,8.695083163268363,0.0,0.0,0,637,0.0,0.0,0,23918,1235,178,0,11.758878461033996,3.0637952977656537,0.0,6.430267558528427,0,0,0,0,0,0.0,0.0,0.0,0.0,0,92391,0,444,0,8.075060016125926,8.075060016125926,0.0,28.412332775919733,0,8.695083163268363,0.0,0.0,0.0,598,0,0,0,753,385.9281375484925
ite6,MOBILE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,173646,7570,1300,5230,11.266237688326967,7.1161657491170045,25.046690948006873,0.0,0.0,18,2322,0.0,0.0,0,28772,7570,533,0,28.958606736968598,3.9119157889616565,0.0,11.814632107023412,18,0,0,0,0,0.0,0.0,0.0,0.0,0,144874,0,767,0,7.752530313176768,7.752530313176768,0.0,28.440568561872915,0,25.046690948006873,0.0,0.0,0.0,5230,0,0,0,2814,604.4205257813879
